MGI ID,Appr Gene (h),PSD95 Complex  ,NR Complex ,mGluR5 Complex,human ibaq protein group id,mouse ibaq protein group id,"iBAQ mPSD01 (Log2, normalised)","iBAQ mPSD02 (Log2, normalised)","iBAQ mPSD03 (Log2, normalised)","iBAQ hPSD01 (Log2, normalised)","iBAQ hPSD02 (Log2, normalised)","iBAQ hPSD03 (Log2, normalised)","iBAQ hPSD average (Log2, normalised)","iBAQ mPSD average (Log2, normalised)",Average fold change (mPSD from hDB/hPSD from mDB),t-test Significant (Perm 0.01),t-test p value
MGI:1858964,ACTR1A,NO,NO,NO,937,175,-0.2055902,0.3299813,0.8061137,0.9024851,1.963234,1.91259,1.5927696999999998,0.3101682666666667,0.4110536378442973,,0.0471220314477891
MGI:105053,HSPH1,NO,NO,NO,2288,1357,0.1265383,0.5956192,0.6775361,1.822793,1.51721,2.339376,1.8931263333333337,0.4665645333333333,0.3720164186360595,,0.00842658163372767
MGI:1355330,PHGDH,NO,NO,NO,393,1120,-0.1794217,0.6219797,-0.321477,2.956491,2.011096,3.28058,2.7493890000000003,0.04036033333333333,0.15293296629973252,+,0.00488655840987273
MGI:1921256,DNM1L,NO,NO,NO,1144,2104,0.1778225,0.3494641,-0.6815002,1.90649,2.286249,1.717894,1.9702110000000002,-0.051404533333333315,0.24628223422115006,+,0.00494515598581446
MGI:95602,FYN,NO,NO,NO,1407,2289,0.4573483,0.3564587,-0.4446419,0.2528089,0.1220178,0.8910904,0.42197236666666665,0.12305503333333333,0.8128621777883819,,0.465913172954132
MGI:1923691,DAAM2,NO,NO,NO,2123,1635,-0.1167857,-2.758107,-0.138519,-1.572261,-3.647538,-2.452177,-2.5573253333333335,-1.0044705666666667,2.933971316221581,,0.217947703992399
MGI:98932,VIM,NO,NO,NO,1987,1156,-0.1160884,0.1315171,-0.01918857,5.177366,6.274975,5.295311,5.582550666666667,-0.0012532899999999983,0.020850070084773187,+,9.57190704489186e-05
MGI:2443189,VPS39,NO,NO,NO,1748,955,-0.09477424,-0.352612,0.1359544,0.3928952,-0.8120924,-1.277879,-0.5656920666666667,-0.10381061333333334,1.3773368655665585,,0.422480379228047
MGI:2154090,IGSF8,NO,NO,NO,1057,1492,-0.0801483,-0.6684845,0.3004975,-0.4036096,1.533789,-0.5129465,0.20574430000000002,-0.14937843333333334,0.7818031305371589,,0.64861356297133
MGI:1351605,RPL3,NO,NO,NO,2133,1489,0.004880514,-0.6601879,-0.2659021,-1.339577,-2.366667,-2.797548,-2.1679306666666665,-0.30706982866666666,3.63224328871533,,0.0171148347954304
MGI:2443386,DNAJC11,NO,NO,NO,1795,1127,-0.03042289,-0.004491518,-0.03620493,-0.8755118,-1.492394,-0.3330474,-0.9003177333333333,-0.023706446000000003,1.8360575596194273,,0.0590226089153143
MGI:2445020,EXOC1,NO,NO,NO,617,948,-0.02583148,0.09768834,0.5643255,-0.7660153,-0.4781832,-0.1925607,-0.4789197333333333,0.2120607866666667,1.6143803506802537,,0.0474395758382504
MGI:1915654,NRN1,NO,NO,NO,2087,1199,-0.004897081,0.04819416,-0.1907289,-1.498433,-1.882654,-0.4667872,-1.2826247333333334,-0.04914394033333334,2.3513361332957854,,0.0451952825147714
MGI:1195462,GFRA2,NO,NO,NO,414,252,0.01331807,0.2895505,0.09070364,-1.569062,-2.698314,-2.784581,-2.350652333333333,0.13119073666666667,5.586106464810619,+,0.00343669468376091
MGI:1341070,FKBP8,NO,NO,NO,1744,716,-0.0296348,0.4930993,0.130916,0.8702192,0.8251458,0.4196296,0.7049982,0.19812683333333334,0.7037469322314185,,0.073975348367431
MGI:97050,MDH2,NO,NO,NO,1553,1527,-0.6803276,0.5006958,0.09736091,2.558868,1.566922,1.09078,1.738856666666667,-0.027423630000000004,0.2939656933572934,,0.03330683506378
MGI:1338011,AUH,NO,NO,NO,580,539,0.04321624,0.5238695,0.49455,0.792145,-0.4890507,-1.983136,-0.5600139000000001,0.35387858,1.884122124259155,,0.32589302009703
MGI:2685946,BRSK1,NO,NO,NO,1145,2087,0.06416383,0.0893155,0.6282567,-1.214929,-0.7454501,-1.133324,-1.0312343666666666,0.2605786766666667,2.4483554855601777,+,0.005268360707312
MGI:1929261,MTCH1,NO,NO,NO,1878,899,0.3242419,0.04736442,-0.1160977,1.91925,0.2319397,0.8273851,0.9928582666666665,0.08516954000000003,0.533038363043501,,0.150028016588923
MGI:2387215,ERLIN2,NO,NO,NO,860,1020,0.1808901,0.5515612,-0.1697699,0.8220665,0.5501795,0.4727729,0.6150063,0.18756046666666662,0.7435770594891118,,0.141311728757984
MGI:1278344,NIPSNAP1,NO,NO,NO,1705,232,0.4069097,0.5603115,-0.5323744,-0.1951621,0.321207,-0.8867511,-0.25356873333333335,0.14494893333333334,1.3181528454243114,,0.46081671990749
MGI:1932557,LETM1,NO,NO,NO,573,724,0.1026543,0.09605109,0.1146528,-0.3949241,0.4989589,-0.5146335,-0.13686623333333334,0.10445273,1.1820728608038475,,0.492524789670379
MGI:96242,HSPD1,NO,NO,NO,,,0.1265383,0.5956192,0.6775361,1.822793,1.51721,2.339376,1.8931263333333337,0.4665645333333333,0.3720164186360595,,
MGI:1859270,EXOC7,NO,NO,NO,1243,1438,0.1145862,0.6216313,0.5751162,-1.368482,1.044582,0.02530552,-0.09953149333333335,0.43711123333333335,1.450592934158863,,0.496277877258941
MGI:1096376,EXOC4,NO,NO,NO,1058,678,0.7197267,0.6217474,-0.1308417,-1.116182,-0.667389,-0.421946,-0.7351723333333333,0.4035441333333334,2.2018504232792107,,0.0277869088229814
MGI:1915599,NDUFS3,NO,NO,NO,826,411,0.6483058,0.6523073,-0.2619745,1.514368,0.765662,0.6941485,0.9913928333333333,0.3462128666666667,0.6394130231170065,,0.183427462363931
MGI:2445171,ENPP6,NO,NO,NO,1171,1346,0.2240456,0.3667488,0.05542907,3.34196,3.048387,2.937204,3.1091836666666666,0.21540782333333333,0.13455091962955212,+,4.31975602614987e-05
MGI:104582,EPS15L1,NO,NO,NO,1184,1858,0.2317352,-0.5419269,0.9715808,-1.114925,-0.9052693,-0.9930963,-1.0044302,0.22046303333333336,2.337381512770192,,0.0499945792102988
MGI:1345162,ADAM23,NO,NO,NO,689,651,0.03608203,0.7079461,0.3598857,-1.875588,-2.248829,-1.942232,-2.022216333333333,0.3679712766666667,5.242255281024845,+,0.000448254542421067
MGI:3608416,ELFN2,NO,NO,NO,1537,2061,0.3448508,0.3136859,0.05347419,-2.300406,-2.128247,-2.050654,-2.1597690000000003,0.23733696333333332,5.267454559010162,+,3.49403912969897e-05
MGI:1913732,EXOC2,NO,NO,NO,2279,2186,0.2481848,-0.0768734,0.2116373,-1.119238,-0.9576287,-0.8513767,-0.9760811333333334,0.1276495666666667,2.149097148046112,+,0.0010235438469349
MGI:1333757,STRN,NO,NO,NO,498,1679,0.3555487,0.04228977,0.06376256,-1.890837,-2.130708,-1.933405,-1.9849833333333333,0.15386701,4.404109512373864,+,6.87957646610156e-05
MGI:1278343,GBAS,NO,NO,NO,535,233,0.5078031,0.5769359,0.07440659,2.195293,1.393738,1.133585,1.5742053333333335,0.3863818633333333,0.43896460778642,,0.0289531323310976
MGI:1928370,RHOG,NO,NO,NO,568,259,1.040279,0.1978661,0.09683368,1.091592,0.3209761,0.4425078,0.6183586333333333,0.4449929266666666,0.8867714902446204,,0.674234575940287
MGI:106211,CDC42,NO,NO,NO,258,380,0.2917154,0.301038,0.1878719,0.4302001,0.1546395,-1.645413,-0.35352446666666665,0.2602084333333333,1.5302134404731982,,0.399734548258487
MGI:1338759,SEC22B,NO,NO,NO,238,186,0.2941306,0.6372232,0.6740058,0.6820892,-1.73303,0.4643563,-0.19552816666666675,0.5351198666666667,1.659384290598648,,0.402338855926635
MGI:88026,ANK3,NO,NO,NO,2426,2133,0.297275,0.5634584,0.413881,0.175515,0.1112449,0.5204728,0.26907756666666666,0.42487146666666664,1.1140344911195148,,0.353585614175824
MGI:1349722,PABPC1,NO,NO,NO,304,515,0.3133085,0.173185,0.4424651,-1.519059,-0.3313497,-0.9206967,-0.9237018,0.3096528666666667,2.351130578806849,,0.0247139813503554
MGI:1342005,MTHFD1,NO,NO,NO,1394,458,0.3182697,0.08553194,0.257365,0.1901837,-0.07829496,0.2982568,0.13671518000000002,0.22038888,1.0597130768246386,,0.560185130768677
MGI:700009,SH3GL2,NO,NO,NO,609,1584,0.2543457,0.7934131,1.322762,2.889207,3.725129,4.651532,3.7552893333333333,0.7901736,0.12805932951769902,,0.00758466785657408
MGI:98146,RPS18,NO,NO,NO,455,1446,1.270114,0.383418,0.1311219,1.028219,0.2502404,-0.4995811,0.2596261,0.5948846333333333,1.2616034700002106,,0.581771797023155
MGI:1917446,ACTR1B,NO,NO,NO,938,952,0.3430263,-0.3756077,0.5179754,-0.26412,-0.02619186,1.223429,0.31103904666666665,0.161798,0.9017247048945268,,0.794578895836961
MGI:104694,NCAN,NO,NO,NO,1174,860,1.371896,0.3928381,0.1565414,0.897135,-0.9003355,0.3237667,0.10685540000000003,0.6404251666666667,1.4475064398434163,,0.456293644575617
MGI:101765,CDK5,NO,NO,NO,751,1361,-0.2871799,0.8238103,0.5828179,0.5036718,0.7611598,1.197077,0.8206362,0.37314943333333334,0.7333192077467455,,0.318898907730401
MGI:1349455,GPRIN1,NO,NO,NO,1788,921,0.7310871,-0.04769767,0.1614913,-0.70492,-1.258594,-0.6793384,-0.8809507999999999,0.28162691,2.238570431412816,,0.0178668876251462
MGI:1915113,SLC25A11,NO,NO,NO,1447,1268,1.389632,0.777137,0.169737,1.344588,0.154769,-1.318662,0.06023166666666661,0.7788353333333333,1.6455885567569573,,0.443971852092349
MGI:1927140,GIT1,NO,NO,NO,1863,2056,0.383037,0.2207835,0.5081751,-0.8654404,0.971898,-1.264436,-0.3859927999999999,0.3706652,1.689572197553784,,0.336652673377702
MGI:1927596,GPRC5B,NO,NO,NO,292,538,0.9165159,0,0.1933076,3.411925,1.424846,2.558847,2.4652060000000002,0.3699411666666667,0.23402509828418439,,0.0306122316958342
MGI:1913325,CHCHD3,NO,NO,NO,520,2242,1.602227,0.8058329,0.20402,1.547436,1.132316,0.6121327,1.0972949,0.8706933,0.8546457185812855,,0.665921808481082
MGI:1923686,TUFM,NO,NO,NO,864,1315,0.494167,0.2522354,0.2184394,3.064062,1.996137,2.853098,2.6377656666666667,0.3216139333333334,0.20080237898316336,+,0.00237107845348294
MGI:1920692,HSPA12A,NO,NO,NO,417,1327,0.4097208,0.6737462,0.804048,1.04134,1.988127,1.843959,1.6244753333333335,0.6291716666666667,0.5016302771448697,,0.0347034741663832
MGI:2384761,RAPGEF6,NO,NO,NO,1566,2168,0.9417173,-1.161388,0.2287751,0.4547361,-0.2872365,2.119108,0.7622025333333333,0.0030347999999999673,0.5908370764586259,,0.46550856767942
MGI:103264,ARHGEF2,NO,NO,NO,1557,1375,0.5881324,0.5394424,0.2352095,0.394251,-0.3517404,0.08321214,0.04190758,0.4542614333333334,1.3308554232101588,,0.164798190010635
MGI:2661175,CNKSR2,NO,NO,NO,2019,1192,0.5995547,-0.1134195,0.2360716,-0.875056,-1.787691,-1.349405,-1.3373840000000001,0.24073559999999997,2.985804280711793,,0.00917487738413197
MGI:108092,BIN1,NO,NO,NO,1308,185,0.2032998,0.8998937,0.7251875,0.465245,1.234148,0.0482582,0.5825504,0.6094603333333333,1.018827589779022,,0.950272310592912
MGI:2443679,SIPA1L1,NO,NO,NO,2020,1898,0.4278137,0.7850388,0.6928281,-4.035924,-2.234101,-1.567181,-2.612402,0.6352268666666667,9.498033644902499,,0.0120733740022708
MGI:102889,VCAN,NO,NO,NO,344,403,0.4325877,0.9934998,-0.4498398,4.174708,-1.382746,3.260773,2.0175783333333333,0.3254159,0.30946272827518295,,0.393453476215476
MGI:2441697,GPR158,NO,NO,NO,1960,2001,0.4402881,0.1800614,0.4543677,-1.680684,-3.003957,-1.229782,-1.9714743333333333,0.35823906666666666,5.027054744389844,,0.0124891606370696
MGI:1860139,GABBR1,NO,NO,NO,108,1075,0.858735,0.3556212,0.2711699,-2.204926,-1.111481,-2.776549,-2.030985333333333,0.4951753666666667,5.76036687840149,,0.00839058546867216
MGI:1859516,RPS28,NO,NO,NO,2233,914,1.683497,0.226781,0.2775114,0.8723702,0.001585325,0.5342913,0.46941560833333335,0.7292631333333333,1.1973521526366069,,0.655780432942008
MGI:88109,ATP1B2,NO,NO,NO,1594,496,0.4787399,0.02848229,0.5237924,2.265028,1.943125,2.399713,2.2026220000000003,0.34367153,0.2756767550232946,+,0.000870188095161817
MGI:2443235,RIMBP2,NO,NO,NO,1290,2325,0.6467454,0.4456115,0.2922315,-2.148615,-2.087657,-3.11588,-2.4507173333333334,0.46152946666666667,7.527896537622803,+,0.00112128146152133
MGI:1915202,TOMM20,NO,NO,NO,554,393,0.5119591,-0.281179,1.018436,1.471517,0.9583813,0.1127805,0.8475596,0.41640536666666667,0.7416681736076101,,0.475165703858981
MGI:104871,PPP1CB,NO,NO,NO,1391,1388,0.5145732,0.8456485,1.007818,0.3691042,-0.08187705,1.019676,0.4356343833333334,0.7893465666666666,1.2778444086931497,,0.370754383922303
MGI:3040672,RPL23A,NO,NO,NO,667,1963,0.5354939,-0.6581846,0.8057911,0.1489763,-1.002193,-3.483008,-1.4454082333333333,0.2277001333333333,3.189009436578551,,0.22338644994914
MGI:1914596,DAAM1,NO,NO,NO,1819,2121,0.548043,-0.009950238,0.4146427,-0.3046256,-1.201302,-0.1292567,-0.5450614333333333,0.3175784873333333,1.818362605520129,,0.0813396746904764
MGI:1918659,FMNL2,NO,NO,NO,1048,1664,0.8348433,0.2517102,0.3605008,2.836659,0.9114688,1.711466,1.8198645999999998,0.48235143333333336,0.39570215663179675,,0.0846987148895417
MGI:1913293,ATP5D,NO,NO,NO,794,1902,0.8569603,-0.2321927,0.3770968,1.144131,1.267354,-0.2533785,0.7193688333333332,0.33395480000000005,0.7655592621988171,,0.543139450711732
MGI:104785,MYO6,NO,NO,NO,2335,2301,0.9879856,0.6835688,0.3790061,0.6739863,0.3850964,-0.5089178,0.18338830000000003,0.6835201666666667,1.4143428316546576,,0.276335563961119
MGI:1858210,STX7,NO,NO,NO,1539,1539,0.8289891,0.7972222,0.3833362,1.033631,0.5477154,0.01398334,0.5317765799999999,0.6698491666666667,1.1004339743756681,,0.695061996789245
MGI:97815,PTPRS,NO,NO,NO,1789,1230,0.5798933,0.2046726,0.7938701,-2.051413,-0.615257,-1.582391,-1.4163536666666667,0.5261453333333334,3.8437086895873707,,0.0131068348258664
MGI:2448506,PI4KA,NO,NO,NO,1090,235,0.5874476,0.9952934,0.6814798,-0.6676635,0.2472064,0,-0.14015236666666667,0.7547402666666666,1.8594714965303347,,0.0405278746201556
MGI:107851,NDUFV1,NO,NO,NO,917,700,0.3048975,1.072338,0.6848515,1.166262,2.357703,1.129753,1.5512393333333332,0.6873623333333333,0.5494739533490469,,0.133720202245722
MGI:1338002,GDAP1,NO,NO,NO,1545,829,1.427814,0.3248553,0.4229953,3.048977,2.054683,2.808319,2.637326333333333,0.7252215333333334,0.2657046166204463,,0.0144435236405902
MGI:103307,CACNB3,NO,NO,NO,188,2303,0.6161847,0.8966345,0.7574376,-2.328508,-2.513564,-0.5809384,-1.8076701333333334,0.7567522666666667,5.915181350140466,,0.0144987972596038
MGI:97852,RAP1A,NO,NO,NO,614,925,0.6246368,0.4283225,1.690803,1.606709,1.550869,0.06525637,1.0742781233333334,0.9145874333333334,0.8952169825072505,,0.815037474258804
MGI:3051532,UNC13A,NO,NO,NO,1186,1801,0.715267,0.9494001,0.4464435,-1.513609,-1.055473,-1.25514,-1.2747406666666665,0.7037035333333334,3.9406789039968944,+,0.000549787390811287
MGI:1313136,CLIP2,NO,NO,NO,623,2027,0.6398264,0.6982886,0.4478499,-0.6775005,-1.646201,-0.2165811,-0.8467608666666666,0.5953216333333334,2.7171279426451016,,0.0280648421686461
MGI:1919205,KIAA0174,NO,NO,NO,781,66,0.6898915,1.032017,0.4495028,0.7622491,1.383937,2.046604,1.3975967,0.7238037666666667,0.6268564750171343,,0.173595616568
MGI:1915757,PPFIA4,NO,NO,NO,2183,2406,0.7132282,0.6727378,0.4617573,-2.257351,-3.307723,-2.396729,-2.6539343333333334,0.6159077666666667,9.645406893840363,+,0.000642211585413341
MGI:1353561,VAPA,NO,NO,NO,1220,548,1.126951,1.045842,0.4848305,0.2173719,0.9003098,0.1507916,0.42282443333333336,0.8858745,1.3784529893837885,,0.213423501183784
MGI:96245,HSPA9,NO,NO,NO,280,822,0.8539028,1.000036,0.4851528,1.946908,2.226804,1.616543,1.930085,0.7796971999999999,0.4505041184056651,,0.00790465314133981
MGI:1096368,AP1B1,NO,NO,NO,1750,2160,0.9863631,0.3452511,0.4915849,-0.2892075,-1.210016,-0.004860756,-0.5013614186666667,0.6077330333333334,2.1571020823789393,,0.0546206515960623
MGI:894297,CLTA,NO,NO,NO,500,2158,1.789491,1.040293,0.5002229,-0.3814803,1.005541,-0.02554261,0.19950603,1.1100022999999999,1.879691978999683,,0.178815340803894
MGI:1309489,CASK,NO,NO,NO,2120,354,0.6967338,0.6335425,1.485797,0.07615487,0.7142937,0.8654956,0.55198139,0.9386911000000001,1.3074082536228535,,0.349835220397758
MGI:98535,TCP1,NO,NO,NO,1547,1946,0.6972893,1.058679,1.717903,1.988209,1.007981,1.872819,1.623003,1.1579571,0.7244480282667152,,0.340366578470614
MGI:894702,NUMBL,NO,NO,NO,104,1330,0.7093779,0.8351713,0.6517075,-0.8578386,-0.3206669,-0.5803074,-0.5862709666666667,0.7320855666666667,2.493818609983196,+,0.00130832479969711
MGI:108390,KIF2A,NO,NO,NO,367,2362,0.7107149,0.9162698,1.827277,0.9753529,0.6347082,-0.3656235,0.4148125333333333,1.1514205666666666,1.6662536473786282,,0.236070188350879
MGI:1929260,MTCH2,NO,NO,NO,135,755,0.7571253,1.512642,0.4620029,1.785432,1.408751,-0.7758124,0.8061235333333333,0.9105900666666665,1.0750967774289462,,0.908912616790391
MGI:1338890,CACNA2D3,NO,NO,NO,1687,689,1.364969,0.648437,0.5697309,-3.585153,-4.646418,-6.482386,-4.904652333333333,0.8610456333333335,54.406154929880756,+,0.00284481014256805
MGI:1915903,SAMM50,NO,NO,NO,1964,1024,-0.07336422,1.239125,0.9770919,1.646811,2.024166,1.424055,1.6983439999999999,0.7142842266666666,0.5055550939759109,,0.0877655134802651
MGI:95393,ENO1,NO,NO,NO,2070,1970,0.7046494,1.257476,1.309672,4.09861,4.384019,3.798921,4.09385,1.0905991333333334,0.12471865097196967,+,0.000306184089098549
MGI:1915661,MAP1LC3A,NO,NO,NO,1984,909,1.152177,0.4761164,0.5951154,1.792384,2.041188,1.739411,1.8576610000000002,0.7411362666666667,0.46120346807644413,,0.00808544535020039
MGI:108057,RPL6,NO,NO,NO,1775,1401,1.121284,0.05071472,0.6135147,-2.118824,-3.96962,-3.097704,-3.062049333333333,0.59517114,12.61633067116158,+,0.00407265801931357
MGI:1096317,EEF1A2,NO,NO,NO,495,360,0.809889,-0.3883899,0.7846024,-0.5539638,1.668169,-1.232159,-0.03931793333333333,0.4020338333333333,1.3578760250987514,,0.669884274527212
MGI:103064,DDX3X,NO,NO,NO,1312,1227,0.8196893,0.8868124,0.7131978,-0.2590553,-0.2574044,-1.361498,-0.6259859,0.8065665000000001,2.699238394381665,,0.0181610874392468
MGI:1921393,OPA1,NO,NO,NO,233,291,1.497862,-0.09813509,0.6378568,1.199826,2.174133,0.5494497,1.3078029000000002,0.6791945699999999,0.646800038590152,,0.394797256950683
MGI:1261814,PALM,NO,NO,NO,1679,656,0.8285545,0.5384586,1.618078,-1.357508,-1.455109,-1.397617,-1.4034113333333333,0.9950303666666667,5.2723337539556745,+,0.00177278360261624
MGI:1923749,CLASP2,NO,NO,NO,1210,1822,0.8322443,0.7622562,0.8196608,0.7293741,-0.1927728,0.3373233,0.2913082,0.8047204333333333,1.4274223167814686,,0.127964047227975
MGI:1337006,HAPLN1,NO,NO,NO,756,754,0.8554679,1.247803,1.119229,0.4232669,-2.361693,0.4361909,-0.5007450666666666,1.0741666333333333,2.9791725807171434,,0.168315763740032
MGI:2151013,ERC1,NO,NO,NO,1230,294,1.144515,0.7886633,0.6745005,-1.695364,-1.84347,-1.910207,-1.8163470000000002,0.8692262666666665,6.433363767796833,+,6.53258002736853e-05
MGI:1890574,SPTBN4,NO,NO,NO,603,1301,0.8670115,0.8436587,0.7524918,0.4546756,0.9605318,0.2876488,0.5676187333333333,0.8210540000000001,1.1920421640520564,,0.284557592348338
MGI:106922,VDAC3,NO,NO,NO,993,454,1.706582,1.370347,0.6311726,-0.8070235,1.601261,0.2172716,0.3371697,1.2360338666666666,1.8645974081162655,,0.306091236604585
MGI:2659021,PHACTR1,NO,NO,NO,907,2230,0.9008916,1.216623,0.7413352,-1.837667,0.03109741,-0.3076,-0.7047231966666666,0.9529499333333332,3.1550724407557658,,0.0487037768188747
MGI:1918396,GOLGA7B,NO,NO,NO,1927,1652,1.78569,1.37731,0.6326284,0.7777215,0.3119439,-0.1681275,0.3071793,1.2652094666666667,1.9426556114707538,,0.0919712286033412
MGI:97548,PFKM,NO,NO,NO,2242,1607,0.8268874,1.39134,1.278116,1.007024,1.96353,1.501149,1.4905676666666665,1.1654478,0.7982320622973103,,0.374491461913155
MGI:2153045,ELMO2,NO,NO,NO,1527,1781,0.9185591,1.091832,0.8345374,-0.5266173,0.7461935,-0.6455451,-0.14198963333333334,0.9483094999999998,2.1291817909901622,,0.0733026930740918
MGI:1355329,MINK1,NO,NO,NO,1399,528,0.9308934,0.9622037,0.8713177,-0.3050349,0.03462116,-0.008082133,-0.09283195766666667,0.9214716,2.019927563726023,+,0.000771127305288708
MGI:1915224,CCNY,NO,NO,NO,2077,1347,0.9362819,-0.3746344,0.7528934,-1.363464,-0.869079,-1.702224,-1.311589,0.4381803,3.3630478362145637,,0.0212652896637006
MGI:104708,CCT3,NO,NO,NO,1549,249,0.9790065,1.276408,1.540988,0.9176937,1.167215,1.834525,1.3064779,1.2654675,0.9719739812574409,,0.90366828998155
MGI:103301,CACNB4,NO,NO,NO,397,2148,0.9956837,1.386633,1.222118,-2.522006,-1.562215,-0.9045716,-1.6629308666666667,1.2014782333333334,7.282375337657507,+,0.00405498704097696
MGI:2138133,LRRC59,NO,NO,NO,1906,479,1.108454,0.612779,0.8090779,0.1952573,-0.7484992,-2.702059,-1.0851003000000001,0.8434369666666667,3.8066904714837744,,0.0897187135896027
MGI:1924574,SORBS2,NO,NO,NO,2437,2217,1.005265,1.027027,1.034438,-1.581777,-0.4318524,-1.267684,-1.0937711333333333,1.0222433333333332,4.334947335972223,+,0.00351565546696389
MGI:107184,CCT7,NO,NO,NO,598,1587,1.035392,0.9007553,1.409769,0.7677332,0.4862506,1.244757,0.8329135999999999,1.1153054333333332,1.2162095586207258,,0.352561766025634
MGI:2443241,NDUFS1,NO,NO,NO,2166,1356,1.068158,1.801021,0.6240915,1.542325,1.845311,0.5664751,1.318037033333333,1.1644235,0.8989959158384917,,0.780893122493758
MGI:95766,GNA11,NO,NO,NO,1719,417,-3.07093,1.555761,2.270282,2.728574,-2.518844,-4.389923,-1.3933976666666663,0.25170433333333325,3.1276996962325057,,0.576535626964944
MGI:108025,PRKAR2A,NO,NO,NO,1075,978,0.8329667,1.576457,1.229737,-1.423748,0.1815898,-0.8462089,-0.6961223666666667,1.2130535666666666,3.75594499016538,,0.0208703676161168
MGI:104518,CNTN2,NO,NO,NO,796,373,1.110779,0.3554815,1.485838,0.5525278,-2.116006,-0.8693793,-0.8109525,0.9840328333333334,3.4701194706438847,,0.0992941492588082
MGI:1921575,CLTB,NO,NO,NO,501,1193,1.610213,1.061079,0.9341152,-0.4147752,1.157228,-1.417543,-0.2250300666666667,1.2018024,2.688557760714179,,0.140383224382235
MGI:1353554,MLF2,NO,NO,NO,735,255,1.126892,0.9646775,0.9810401,0.3411917,0.1176385,0.7204826,0.39310426666666665,1.0242031999999999,1.548744257761648,,0.0262447951014326
MGI:104689,CCT4,NO,NO,NO,1693,246,1.136052,1.59621,2.175841,0.1683825,1.928236,2.246305,1.4476411666666664,1.6360343333333336,1.1394938724784716,,0.804601520946392
MGI:1920211,SLC17A7,NO,NO,NO,813,58,1.563273,1.015319,0.9572457,1.201556,1.373512,2.004739,1.5266023333333332,1.1786125666666667,0.7856780896244706,,0.326190834578328
MGI:99919,VCP,NO,NO,NO,724,2124,1.166118,-0.177361,0.9652401,0.6691234,1.054197,-0.6136224,0.3698993333333333,0.6513323666666667,1.2154015470256887,,0.689639627932652
MGI:1926170,DLST,NO,NO,NO,2003,843,2.093549,1.424999,0.9931034,2.98894,1.696207,0.9993669,1.8948379666666666,1.5038837999999999,0.7626250542660767,,0.588177530026653
MGI:97812,PTPRD,NO,NO,NO,1137,2000,1.192758,1.474831,1.398946,0.04365213,0.7488559,0.3110002,0.3678360766666667,1.3555116666666667,1.9829875090801448,,0.0112823341487678
MGI:1270156,SEPT4,NO,NO,NO,406,2170,1.19287,0.9777098,1.010955,0.01945974,-0.2538237,-0.0144186,-0.08292751999999999,1.0605116,2.209069977218264,+,0.00046588350617411
MGI:2443834,PPFIA2,NO,NO,NO,2452,1100,1.484406,1.614239,1.004842,0.6343231,0.7947133,1.171228,0.8667547999999999,1.3678289999999997,1.415266947786314,,0.109519418539691
MGI:107733,DCTN2,NO,NO,NO,1476,242,1.331059,1.381019,1.061981,2.511494,1.753012,2.462306,2.2422706666666667,1.2580196666666668,0.5054880879865021,,0.0204064801520518
MGI:1923036,CKAP5,NO,NO,NO,905,1443,0.6369336,2.024263,1.06818,2.572162,1.454613,0.4212691,1.4826813666666665,1.2431255333333333,0.8470060424080832,,0.763637323845163
MGI:1349473,PPP2R5E,NO,NO,NO,110,1099,0.7074096,1.735464,1.216256,0.6778751,1.700029,1.39282,1.2569080333333333,1.2197098666666666,0.9745457593918143,,0.934304389783595
MGI:1201690,MAP6,NO,NO,NO,2002,234,1.266269,1.181133,1.444538,0.2087961,0.5731381,1.534582,0.7721720666666666,1.2973133333333335,1.439074485259044,,0.262487744843391
MGI:97572,PHB,NO,NO,NO,567,815,2.479963,1.747859,0.6134411,1.975416,2.149254,0.8408056,1.6551585333333334,1.6137543666666667,0.9717087285757358,,0.954404772090099
MGI:109132,SNAP91,NO,NO,NO,230,446,1.743704,1.30366,1.087151,-0.1720649,0.05350219,0.9708451,0.28409413,1.3781716666666668,2.1347654045159516,,0.0519134808670257
MGI:1928744,VAPB,NO,NO,NO,216,866,1.675344,1.769506,1.166525,1.1997,1.048073,0.995478,1.0810836666666666,1.5371249999999999,1.371772589426788,,0.0816267611969282
MGI:2385184,AHCYL1,NO,NO,NO,1287,963,1.357006,1.426662,1.706613,0.6134388,0.5765263,1.894431,1.0281320333333335,1.4967603333333332,1.383793145769165,,0.35291509306355
MGI:106295,TOMM70A,NO,NO,NO,517,2241,1.740705,1.393654,1.178733,2.096578,2.194406,1.51017,1.933718,1.4376973333333334,0.7090598604548859,,0.139141079810647
MGI:107186,CCT2,NO,NO,NO,1638,1480,1.371597,1.675873,1.286602,1.572302,0.9619389,1.793971,1.4427373000000001,1.4446906666666666,1.0013548876296208,,0.99468054842982
MGI:1347354,HOMER2,NO,NO,NO,1890,836,1.375123,1.613129,1.625042,1.415524,0.1014666,0.892364,0.8031182,1.5377646666666667,1.6639896577385105,,0.133101865955156
MGI:1921084,ATP6V1D,NO,NO,NO,70,321,1.801093,1.596683,1.233532,1.27218,1.353054,0.6591178,1.0947839333333331,1.5437693333333335,1.3650799032764867,,0.17768271260582
