Appr Gene (m),MGI ID,Appr Gene (h),HGNC ID,Ensembl (m),Ensembl (h),human ibaq protein group id,mouse ibaq protein group id,"iBAQ mPSD01 (Log2, normalised)","iBAQ mPSD02 (Log2, normalised)","iBAQ mPSD03 (Log2, normalised)","iBAQ hPSD01 (Log2, normalised)","iBAQ hPSD02 (Log2, normalised)","iBAQ hPSD03 (Log2, normalised)","iBAQ hPSD average (Log2, normalised)","iBAQ mPSD average (Log2, normalised)",Average fold change (mPSD from hDB/hPSD from mDB),t-test Significant (Perm 0.01),t-test p value
Lsamp,MGI:1261760,LSAMP,HGNC:6705,ENSMUSG00000061080,ENSG00000185565,456,1060,4.664396,5.792027,6.014948,2.927276,3.448312,3.684348,3.3533120000000003,5.490457,4.398906693058032,,0.0107568580531241
Ly6h,MGI:1346030,LY6H,HGNC:6728,ENSMUSG00000022577,ENSG00000176956,509,834,-1.077729,-0.9194946,-0.9495287,-2.74601,-2.505927,-2.145538,-2.465825,-0.9822507666666667,2.7964067710173377,+,0.00121000750078049
Lyn,MGI:96892,LYN,HGNC:6735,ENSMUSG00000042228,ENSG00000147507,952,1237,-5.064178,-5.051373,-5.063752,-2.757139,-4.397531,-2.881937,-3.3455356666666667,-5.059767666666667,0.304764760312703,,0.0313374860562277
Mag,MGI:96912,MAG,HGNC:6783,ENSMUSG00000036634,ENSG00000105695,841,1240,-2.982965,-3.954044,-2.822184,-1.78003,-3.498215,-4.022985,-3.10041,-3.253064333333333,0.8995938270979668,,0.851389522171462
Magi2,MGI:1354953,MAGI2,HGNC:18957,ENSMUSG00000040003,ENSG00000187391,1836,1703,-6.618606,-5.026178,-4.071999,-3.834059,-3.72436,-4.711452,-4.089957,-5.238927666666666,0.45094685789251265,,0.227048186139474
Mal2,MGI:2146021,MAL2,HGNC:13634,ENSMUSG00000024479,ENSG00000147676,1056,1036,4.979806,5.121616,5.302311,0.7423072,2.149806,0.7508153,1.2143095,5.134577666666666,15.139736244642165,+,0.0011944749897815
Maob,MGI:96916,MAOB,HGNC:6834,ENSMUSG00000040147,ENSG00000069535,1743,1121,-2.82548,-3.164484,-2.822662,-1.864973,1.138945,0.4657931,-0.08674496666666663,-2.937542,0.13861958088148918,,0.035930022195318
Map1lc3a,MGI:1915661,MAP1LC3A,HGNC:6838,ENSMUSG00000027602,ENSG00000101460,1984,909,1.152177,0.4761164,0.5951154,1.792384,2.041188,1.739411,1.8576610000000002,0.7411362666666667,0.46120346807644413,,0.00808544535020039
Map2k1,MGI:1346866,MAP2K1,HGNC:6840,ENSMUSG00000004936,ENSG00000169032,,,-0.1116335,0.756874,0.6462408,1.503365,1.490721,2.227237,1.740441,0.43049376666666667,0.40333563136871753,,
Mapk1,MGI:1346858,MAPK1,HGNC:6871,ENSMUSG00000063358,ENSG00000100030,,,-1.803488,-1.04272,-2.232284,0.991588,-0.6703464,2.196083,0.8391082,-1.6928306666666666,0.1729061552653159,,
Mapk8ip3,MGI:1353598,MAPK8IP3,HGNC:6884,ENSMUSG00000024163,ENSG00000138834,129,359,-1.803488,-1.04272,-2.232284,0.991588,-0.6703464,2.196083,0.8391082,-1.6928306666666666,0.1729061552653159,,0.0482840369867439
Mapre2,MGI:106271,MAPRE2,HGNC:6891,ENSMUSG00000024277,ENSG00000166974,2418,2383,-4.582556,-2.725718,-3.024456,0.9608708,0.3533924,1.591418,0.9685604,-3.444243333333334,0.04694763411781484,+,0.00286934208068668
Mapre3,MGI:2140967,MAPRE3,HGNC:6892,ENSMUSG00000029166,ENSG00000084764,575,1659,-0.8334124,-0.4245021,-2.388462,1.237713,2.916061,2.623202,2.258992,-1.2154588333333334,0.08996758869541663,,0.0117642784731338
Mapt,MGI:97180,MAPT,HGNC:6893,ENSMUSG00000018411,ENSG00000186868,1463,168,4.140742,4.291541,4.384125,3.000735,2.837363,4.019515,3.285871,4.272136,1.9810495975678966,,0.058861045492876
Mark1,MGI:2664902,MARK1,HGNC:6896,ENSMUSG00000026620,ENSG00000116141,1303,2411,-0.2346317,-0.4272383,0.8090135,-3.185898,-2.215229,-3.782896,-3.061341,0.04904783333333337,8.636153183423943,,0.00646325915553298
Mark2,MGI:99638,MARK2,HGNC:3332,ENSMUSG00000024969,ENSG00000072518,2159,2092,1.550021,1.434285,2.018631,-1.121128,-0.5363457,-1.34833,-1.0019345666666666,1.6676456666666668,6.3624403845254465,+,0.000889069829884726
Mark4,MGI:1920955,MARK4,HGNC:13538,ENSMUSG00000030397,ENSG00000007047,1640,1219,-1.705785,-1.376744,-0.794199,-3.411466,-1.407396,-2.541233,-2.4533650000000002,-1.2922426666666667,2.2363133220917155,,0.143113880408659
Mbp,MGI:96925,MBP,HGNC:6925,ENSMUSG00000041607,ENSG00000197971,1354,1076,5.965774,5.343157,5.177063,7.404297,5.675744,6.001674,6.360571666666666,5.495331333333333,0.5489549508622001,,0.211356448839694
Mdh1,MGI:97051,MDH1,HGNC:6970,ENSMUSG00000020321,ENSG00000014641,2420,1622,7.557096,5.877294,7.425575,2.416936,1.993315,0.5868461,1.6656990333333335,6.9533216666666675,39.06007010149102,+,0.00238457070242251
Mdh2,MGI:97050,MDH2,HGNC:6971,ENSMUSG00000019179,ENSG00000146701,1553,1527,-0.6803276,0.5006958,0.09736091,2.558868,1.566922,1.09078,1.738856666666667,-0.027423630000000004,0.2939656933572934,,0.03330683506378
Mff,MGI:1922984,MFF,HGNC:24858,ENSMUSG00000026150,ENSG00000168958,790,1876,-0.4948594,-0.6501713,-1.505306,-0.4316594,-1.561492,-0.8251231,-0.9394248333333334,-0.8834455666666666,1.0395644952250693,,0.90830334844321
Mink1,MGI:1355329,MINK1,HGNC:17565,ENSMUSG00000020827,ENSG00000141503,1399,528,0.9308934,0.9622037,0.8713177,-0.3050349,0.03462116,-0.008082133,-0.09283195766666667,0.9214716,2.019927563726023,+,0.000771127305288708
Mlec,MGI:1924015,MLEC,HGNC:28973,ENSMUSG00000048578,ENSG00000110917,927,1389,-0.8757734,-4.976733,-2.1546,1.335426,1.811695,1.576357,1.5744926666666668,-2.6690354666666667,0.05279231958548033,,0.0253413763962265
Mlf2,MGI:1353554,MLF2,HGNC:7126,ENSMUSG00000030120,ENSG00000089693,735,255,1.126892,0.9646775,0.9810401,0.3411917,0.1176385,0.7204826,0.39310426666666665,1.0242031999999999,1.548744257761648,,0.0262447951014326
Mllt4,MGI:1314653,MLLT4,HGNC:7137,ENSMUSG00000068036,ENSG00000130396,746,2330,-0.4876078,-0.4657546,-0.4441662,-2.91107,-1.408353,-1.363451,-1.8942913333333333,-0.4658428666666667,2.6915709710167772,,0.0484160874801895
Mogs,MGI:1929872,MOGS,HGNC:24862,ENSMUSG00000030036,ENSG00000115275,1745,1556,-1.057158,-1.200436,-1.004179,-1.340416,-1.378391,-2.347836,-1.688881,-1.0872576666666667,1.5174230241966027,,0.146784653161685
Mpp1,MGI:105941,MPP1,HGNC:7219,ENSMUSG00000031402,ENSG00000130830,1311,911,-4.398843,-2.74643,-5.018777,0.9358866,-1.321784,-1.095322,-0.4937398,-4.054683333333333,0.08473233675925528,,0.0226359751490741
Mpp2,MGI:1858257,MPP2,HGNC:7220,ENSMUSG00000017314,ENSG00000108852,1392,546,0.9244005,1.029568,1.288358,-0.8735375,-1.079346,0.3218774,-0.5436687,1.0807755,3.0832336025276934,,0.0225620554554434
Mpp6,MGI:1927340,MPP6,HGNC:18167,ENSMUSG00000038388,ENSG00000105926,1696,507,-2.215146,-1.22424,-1.273735,-2.928055,-2.253703,-1.751811,-2.311189666666667,-1.5710403333333334,1.6703487276703886,,0.189739030127072
Mprip,MGI:1349438,MPRIP,HGNC:30321,ENSMUSG00000005417,ENSG00000133030,1197,1809,-2.224495,-2.318324,-2.086527,-0.192651,-1.246295,-0.5268015,-0.6552491666666667,-2.209782,0.34043875054000605,,0.0081175067488628
Msn,MGI:97167,MSN,HGNC:7373,ENSMUSG00000031207,ENSG00000147065,1426,91,-2.338295,-2.133094,-2.721,2.050328,2.760734,2.120467,2.3105096666666665,-2.397463,0.03826123715391612,+,7.77624913932407e-05
Mtap1a,MGI:1306776,MAP1A,HGNC:6835,ENSMUSG00000027254,ENSG00000166963,642,1836,-1.938496,-1.810288,-1.79328,-1.257272,-2.428899,-3.967803,-2.5513246666666665,-1.8473546666666667,1.628981252075374,,0.421177183296115
Mtap1b,MGI:1306778,MAP1B,HGNC:6836,ENSMUSG00000052727,ENSG00000131711,311,2397,-0.7764612,-0.7244479,-2.290522,1.270121,0.7282007,-0.1236372,0.6248948333333333,-1.2638103666666667,0.27004931614091754,,0.0447453892166298
Mtap2,MGI:97175,MAP2,HGNC:6839,ENSMUSG00000015222,ENSG00000078018,136,2394,2.115596,2.287612,1.898043,0.7755455,1.566727,1.182501,1.1749245000000001,2.100417,1.8993325158543046,,0.0220941706833266
Mtap4,MGI:97178,MAP4,HGNC:6862,ENSMUSG00000047011,ENSG00000047849,1903,1827,-5.004567,-4.360091,-3.771075,-1.464431,-2.136719,-1.786967,-1.7960389999999997,-4.378577666666666,0.1669469143092685,+,0.00312148418654989
Mtap6,MGI:1201690,MAP6,HGNC:6868,ENSMUSG00000055407,ENSG00000171533,2002,234,1.266269,1.181133,1.444538,0.2087961,0.5731381,1.534582,0.7721720666666666,1.2973133333333335,1.439074485259044,,0.262487744843391
Mtch1,MGI:1929261,MTCH1,HGNC:17586,ENSMUSG00000024012,ENSG00000137409,1878,899,0.3242419,0.04736442,-0.1160977,1.91925,0.2319397,0.8273851,0.9928582666666665,0.08516954000000003,0.533038363043501,,0.150028016588923
Mtch2,MGI:1929260,MTCH2,HGNC:17587,ENSMUSG00000027282,ENSG00000109919,135,755,0.7571253,1.512642,0.4620029,1.785432,1.408751,-0.7758124,0.8061235333333333,0.9105900666666665,1.0750967774289462,,0.908912616790391
Mtdh,MGI:1914404,MTDH,HGNC:29608,ENSMUSG00000022255,ENSG00000147649,1759,1563,-0.4440596,-0.9130207,-1.204076,-0.5656254,-1.344087,-1.270124,-1.0599454666666668,-0.8537187666666667,1.1536668739529947,,0.568697819740942
Mthfd1,MGI:1342005,MTHFD1,HGNC:7432,ENSMUSG00000021048,ENSG00000100714,1394,458,0.3182697,0.08553194,0.257365,0.1901837,-0.07829496,0.2982568,0.13671518000000002,0.22038888,1.0597130768246386,,0.560185130768677
Myh10,MGI:1930780,MYH10,HGNC:7568,ENSMUSG00000020900,ENSG00000133026,2303,1636,4.743848,4.958864,5.236401,3.232919,4.854372,4.428314,4.171868333333333,4.979704333333333,1.75058364848962,,0.185489467882476
Myh14,MGI:1919210,MYH14,HGNC:23212,ENSMUSG00000030739,ENSG00000105357,2450,1912,-0.3120238,-0.1137289,0.1189175,0.5034673,0.7993608,0.3254851,0.5427710666666666,-0.10227839999999999,0.6394708642901106,,0.0256441231256737
Myh9,MGI:107717,MYH9,HGNC:7579,ENSMUSG00000022443,ENSG00000100345,621,473,2.744587,2.720199,2.699528,2.649585,3.900677,2.804519,3.118260333333333,2.7214380000000005,0.7595293745442754,,0.370806074667061
Myl12b,MGI:107494,MYL12B,HGNC:29827,ENSMUSG00000034868,ENSG00000118680,1028,50,1.704097,-0.1338776,0.4867636,2.022052,2.491158,1.360301,1.9578369999999998,0.6856610000000001,0.41403481786247714,,0.114276694922172
Myl6,MGI:109318,MYL6,HGNC:7587,ENSMUSG00000060680,ENSG00000092841,1810,1685,2.467968,1.444955,2.285307,3.545237,4.186255,3.831386,3.8542926666666673,2.066076666666667,0.28952984995482217,,0.00808855368705896
Myo18a,MGI:2667185,MYO18A,HGNC:31104,ENSMUSG00000000631,ENSG00000196535,2270,2116,-0.2866777,-0.1275594,-0.3609838,0.07481846,-1.087259,-0.7296,-0.58068018,-0.2584069666666667,1.2502990581158278,,0.409829001818648
Myo1c,MGI:106612,MYO1C,HGNC:7597,ENSMUSG00000017774,ENSG00000197879,369,2018,-3.07526,-2.961846,-3.614521,-5.840086,-1.694902,-4.862597,-4.132528333333333,-3.217209,1.8859864793158656,,0.510055534746554
Myo1d,MGI:107728,MYO1D,HGNC:7598,ENSMUSG00000035441,ENSG00000176658,1784,1829,-0.9509026,-0.5083995,-0.3668188,0.4036436,-2.178733,-0.02691771,-0.6006690366666666,-0.6087069666666666,0.9944440233295486,,0.992629631725206
Myo5a,MGI:105976,MYO5A,HGNC:7602,ENSMUSG00000034593,ENSG00000197535,2374,2410,5.261802,5.595531,5.109996,3.934256,4.132514,4.383206,4.149992,5.322443,2.2539429505779727,+,0.00374434301473583
Myo6,MGI:104785,MYO6,HGNC:7605,ENSMUSG00000033577,ENSG00000196586,2335,2301,0.9879856,0.6835688,0.3790061,0.6739863,0.3850964,-0.5089178,0.18338830000000003,0.6835201666666667,1.4143428316546576,,0.276335563961119
Napa,MGI:104563,NAPA,HGNC:7641,ENSMUSG00000006024,ENSG00000105402,321,331,-3.452028,-2.819718,-3.152893,-2.843156,-1.632098,-2.857235,-2.444163,-3.1415463333333338,0.616689704720496,,0.192329328702648
Napb,MGI:104562,NAPB,HGNC:15751,ENSMUSG00000027438,ENSG00000125814,2261,1384,0.02966855,0.3162712,-1.094188,2.538266,2.867037,2.08719,2.4974976666666664,-0.24941608333333332,0.14896922752354833,+,0.00483315796652484
Napg,MGI:104561,NAPG,HGNC:7642,ENSMUSG00000024581,ENSG00000134265,1590,81,0.09231309,-0.2963478,-1.055087,0.8504386,0.8036629,1.750615,1.1349055000000001,-0.4197072366666667,0.3404198959401679,,0.02715566363592
Ncam1,MGI:97281,NCAM1,HGNC:7656,ENSMUSG00000039542,ENSG00000149294,2320,462,2.265439,1.54686,2.117333,0.7719357,1.343255,1.245611,1.1202672333333334,1.9765439999999999,1.8103601920169676,,0.0382403457791637
Ncam2,MGI:97282,NCAM2,HGNC:7657,ENSMUSG00000022762,ENSG00000154654,1838,604,-1.399223,-1.177745,-1.791053,-1.588488,-2.490934,-1.305356,-1.794926,-1.4560069999999998,1.2648085277847385,,0.44446939514194
Ncan,MGI:104694,NCAN,HGNC:2465,ENSMUSG00000002341,ENSG00000130287,1174,860,1.371896,0.3928381,0.1565414,0.897135,-0.9003355,0.3237667,0.10685540000000003,0.6404251666666667,1.4475064398434163,,0.456293644575617
Ncdn,MGI:1347351,NCDN,HGNC:17597,ENSMUSG00000028833,ENSG00000020129,2156,1594,-2.344228,-0.8027572,-2.76211,0.4249956,1.766467,1.128518,1.1066602,-1.9696983999999997,0.1185560671280621,,0.0123620697622766
Nckap1,MGI:1355333,NCKAP1,HGNC:7666,ENSMUSG00000027002,ENSG00000061676,996,1465,2.496038,2.825903,3.174692,2.041199,2.029226,3.055159,2.375194666666667,2.8322109999999996,1.3726999720578228,,0.308894712174499
Nckipsd,MGI:1931834,NCKIPSD,HGNC:15486,ENSMUSG00000032598,ENSG00000213672,322,2019,-3.003452,-3.011696,-2.350693,-2.619231,-1.475695,-2.060512,-2.0518126666666667,-2.7886136666666665,0.6000684566943143,,0.136421664490038
Ndel1,MGI:1932915,NDEL1,HGNC:17620,ENSMUSG00000018736,ENSG00000166579,228,1452,-0.6888883,-0.9232506,-0.6297981,-1.078868,-0.793278,-0.9394296,-0.9371918666666667,-0.7473123333333334,1.1406684647855263,,0.193923806296872
Ndufa13,MGI:1914434,NDUFA13,HGNC:17194,ENSMUSG00000036199,ENSG00000130288,1446,1265,-4.000051,0.2447758,-4.183103,-2.267048,-2.210483,-2.696851,-2.3914606666666667,-2.6461260666666666,0.8381815090886653,,0.869520049807646
Ndufa4,MGI:107686,NDUFA4,HGNC:7687,ENSMUSG00000029632,ENSG00000189043,415,563,-0.3634802,-1.079136,-2.25047,1.052027,-1.549412,0.2455938,-0.0839304,-1.2310287333333332,0.45153247781142275,,0.291702263399579
Ndufa7,MGI:1913666,NDUFA7,HGNC:7691,ENSMUSG00000041881,ENSG00000167774,2045,693,-2.024287,-2.01552,-3.299212,-2.407967,-0.9432778,-1.48315,-1.6114649333333333,-2.4463396666666664,0.5606317155643412,,0.239029334375686
Ndufb4,MGI:1915444,NDUFB4,HGNC:7699,ENSMUSG00000022820,ENSG00000124399,1458,766,-1.197867,-1.765013,-2.410241,-1.424304,-1.946859,-2.375509,-1.9155573333333333,-1.7910403333333333,1.0901427025928792,,0.793633461067741
Ndufb8,MGI:1914514,NDUFB8,HGNC:7703,ENSMUSG00000025204,ENSG00000166136,922,1751,-1.076372,-2.74763,-5.071582,0.09069734,-0.705774,-2.016397,-0.8771578866666667,-2.9651946666666666,0.2352005306106692,,0.186504146147238
Ndufs1,MGI:2443241,NDUFS1,HGNC:7707,ENSMUSG00000025968,ENSG00000023228,2166,1356,1.068158,1.801021,0.6240915,1.542325,1.845311,0.5664751,1.318037033333333,1.1644235,0.8989959158384917,,0.780893122493758
Ndufs2,MGI:2385112,NDUFS2,HGNC:7708,ENSMUSG00000013593,ENSG00000158864,808,618,-1.678103,-2.087883,-4.00023,-1.985715,-2.451121,-2.045001,-2.1606123333333334,-2.5887386666666665,0.7432264068177616,,0.589245693815613
Ndufs3,MGI:1915599,NDUFS3,HGNC:7710,ENSMUSG00000005510,ENSG00000213619,826,411,0.6483058,0.6523073,-0.2619745,1.514368,0.765662,0.6941485,0.9913928333333333,0.3462128666666667,0.6394130231170065,,0.183427462363931
Ndufs7,MGI:1922656,NDUFS7,HGNC:7714,ENSMUSG00000020153,ENSG00000115286,1737,382,-1.108357,-2.912718,-2.376289,-1.735765,-2.668214,-3.59572,-2.6665663333333334,-2.1324546666666664,1.4480502492095255,,0.519866593585158
Ndufv1,MGI:107851,NDUFV1,HGNC:7716,ENSMUSG00000037916,ENSG00000167792,917,700,0.3048975,1.072338,0.6848515,1.166262,2.357703,1.129753,1.5512393333333332,0.6873623333333333,0.5494739533490469,,0.133720202245722
Nebl,MGI:1921353,NEBL,HGNC:16932,ENSMUSG00000053702,ENSG00000078114,1986,374,-1.702181,-1.15306,-1.051389,-0.505707,-0.1006639,-0.7701881,-0.458853,-1.3022099999999999,0.5573451752598629,,0.0397415226126356
Nefh,MGI:97309,NEFH,HGNC:7737,ENSMUSG00000020396,ENSG00000100285,2412,179,1.971186,-0.0625476,1.568781,1.12175,1.470831,1.584118,1.392233,1.1591398,0.8508087643642621,,0.733020338652041
Nefl,MGI:97313,NEFL,HGNC:7739,ENSMUSG00000022055,ENSG00000104725,1510,2094,5.111158,5.281883,4.844818,5.876079,6.581278,6.899806,6.452387666666667,5.079286333333333,0.3860604491267549,,0.0138645859442414
Nefm,MGI:97314,NEFM,HGNC:7734,ENSMUSG00000022054,ENSG00000104722,1378,1531,4.808999,4.530765,4.361862,5.484661,5.755929,6.497842,5.912810666666668,4.567208666666667,0.39348976073941444,,0.0150797847856745
Negr1,MGI:2444846,NEGR1,HGNC:17302,ENSMUSG00000040037,ENSG00000172260,1250,1578,4.463123,3.988938,4.122483,2.449377,3.190004,2.251897,2.630426,4.1915146666666665,2.9507642597611645,,0.0080386095629621
Nfasc,MGI:104753,NFASC,HGNC:29866,ENSMUSG00000026442,ENSG00000163531,1867,1538,2.791555,2.338732,2.791217,2.796623,2.671885,3.131873,2.8667936666666667,2.640501333333333,0.8548289463301717,,0.329576781157312
Nipsnap1,MGI:1278344,NIPSNAP1,HGNC:7827,ENSMUSG00000034285,ENSG00000184117,1705,232,0.4069097,0.5603115,-0.5323744,-0.1951621,0.321207,-0.8867511,-0.25356873333333335,0.14494893333333334,1.3181528454243114,,0.46081671990749
Nlgn2,MGI:2681835,NLGN2,HGNC:14290,ENSMUSG00000051790,ENSG00000169992,1251,2035,2.243683,2.257177,2.996782,-0.2013874,1.175665,0.1091469,0.3611415,2.499214,4.401735633078275,,0.0116643417985029
Nme1,MGI:97355,NME1,HGNC:7849,ENSMUSG00000037601,NOT_FOUND,842,739,-1.371097,-2.324664,-1.813158,1.546727,1.607142,0.8386837,1.3308509,-1.8363063333333336,0.11132447912260192,+,0.00102086874795737
Nnt,MGI:109279,NNT,HGNC:7863,ENSMUSG00000025453,ENSG00000112992,1816,1368,-3.109494,-3.107475,-7.202404,0.5279189,-0.07152102,0.226137,0.22751162666666666,-4.473124333333334,0.038456307106142375,,0.0268483032031634
Nomo1,MGI:2385850,NOMO1,HGNC:30060,ENSMUSG00000030835,ENSG00000103226,1773,1049,-3.556726,-4.360642,-3.994466,-2.874372,-3.001414,-3.942216,-3.272667333333333,-3.970611333333333,0.6164500905434708,,0.163248066300318
Npm1,MGI:106184,NPM1,HGNC:7910,ENSMUSG00000057113,ENSG00000214774,1488,600,0.06613141,-0.201072,-0.3812901,-0.5979228,1.342004,1.270557,0.6715460666666666,-0.17207689666666667,0.5572424371802773,,0.263010596357566
Nptn,MGI:108077,NPTN,HGNC:17867,ENSMUSG00000032336,ENSG00000156642,2218,2199,2.035611,2.143374,1.856039,-5.449431,-1.962566,-2.290747,-3.2342479999999996,2.0116746666666665,37.94722982677716,,0.00926883093448099
Nptx1,MGI:107811,NPTX1,HGNC:7952,ENSMUSG00000025582,ENSG00000171246,1478,567,-1.89206,-1.906073,-1.397853,-1.04079,1.417685,-1.399064,-0.34072300000000005,-1.731995333333333,0.38122844314063214,,0.197395553141803
Nrcam,MGI:104750,NRCAM,HGNC:7994,ENSMUSG00000020598,ENSG00000091129,1802,1639,-2.967385,-3.031369,-2.742427,-2.404322,-2.15266,-1.318662,-1.9585479999999997,-2.913727,0.5157775914293149,,0.0481805966589408
Nrn1,MGI:1915654,NRN1,HGNC:17972,ENSMUSG00000039114,ENSG00000124785,2087,1199,-0.004897081,0.04819416,-0.1907289,-1.498433,-1.882654,-0.4667872,-1.2826247333333334,-0.04914394033333334,2.3513361332957854,,0.0451952825147714
Nrxn1,MGI:1096391,NRXN1,HGNC:8008,ENSMUSG00000024109,ENSG00000179915,2032,1229,-1.599587,-1.035817,-1.099012,-2.278176,-1.85318,-1.362257,-1.8312043333333332,-1.2448053333333335,1.5014943019563343,,0.139984660089122
Nrxn3,MGI:1096389,NRXN3,HGNC:8010,ENSMUSG00000066392,ENSG00000021645,1359,1189,-0.5999378,-1.11545,-0.5254906,-2.603161,-2.586347,-2.828087,-2.6725316666666665,-0.7469594666666667,3.798874890311595,+,0.000665963872302134
Nsf,MGI:104560,NSF,HGNC:8016,ENSMUSG00000034187,ENSG00000073969,222,2190,3.050921,4.066058,3.770522,3.360871,4.805552,4.163275,4.109899333333334,3.6291670000000003,0.7166137679224652,,0.40365445764328
Nt5e,MGI:99782,NT5E,HGNC:8021,ENSMUSG00000032420,ENSG00000135318,329,439,-4.965776,-4.085242,-5.003971,-2.575393,-2.709589,-3.796962,-3.027314666666667,-4.684996333333333,0.316948057969641,,0.0276245723512425
Ntm,MGI:2446259,NTM,HGNC:17941,ENSMUSG00000059974,ENSG00000182667,2031,1780,5.526122,5.316056,5.207022,2.993316,2.739732,2.763784,2.8322773333333333,5.349733333333333,5.7257155503095465,+,3.44158482359058e-05
Numbl,MGI:894702,NUMBL,HGNC:8061,ENSMUSG00000063160,ENSG00000105245,104,1330,0.7093779,0.8351713,0.6517075,-0.8578386,-0.3206669,-0.5803074,-0.5862709666666667,0.7320855666666667,2.493818609983196,+,0.00130832479969711
Ogdh,MGI:1098267,OGDH,HGNC:8124,ENSMUSG00000020456,ENSG00000105953,1103,1882,0.1858751,-0.1004127,-0.6770031,0.3749291,0.3439938,-0.3362402,0.1275609,-0.19718023333333332,0.7984416400434456,,0.398449868240737
Ogdhl,MGI:3616088,OGDHL,HGNC:25590,ENSMUSG00000021913,ENSG00000197444,2191,1656,-0.2008211,-1.705299,-1.423007,-0.9988821,-0.3891144,-1.700851,-1.0296158333333334,-1.1097090333333333,0.9459965321295067,,0.899808284885159
Ogt,MGI:1339639,OGT,HGNC:8127,ENSMUSG00000034160,ENSG00000147162,2173,2329,-2.892967,-3.605215,-2.793514,0.8418907,-0.2162507,-0.4614902,0.05471659999999998,-3.097232,0.11250424942775614,+,0.00266835646161878
Olfm1,MGI:1860437,OLFM1,HGNC:17187,ENSMUSG00000026833,ENSG00000130558,581,890,1.597175,2.019996,1.847289,-0.1349337,1.047724,0.4341311,0.4489738000000001,1.8214866666666667,2.5892115896036874,,0.0193962898207961
Olfm3,MGI:2387329,OLFM3,HGNC:17990,ENSMUSG00000027965,ENSG00000118733,41,958,-2.423036,-0.8097242,0.2772322,-0.1803486,-1.617069,-0.5955291,-0.7976489000000001,-0.9851760000000002,0.8781095853678604,,0.843942081607855
Omg,MGI:106586,OMG,HGNC:8135,ENSMUSG00000049612,ENSG00000126861,1614,867,2.548901,1.805015,2.719959,1.839208,1.229912,1.372755,1.4806249999999999,2.357958333333333,1.8369767073151555,,0.0592242390144063
Opa1,MGI:1921393,OPA1,HGNC:8140,ENSMUSG00000038084,ENSG00000198836,233,291,1.497862,-0.09813509,0.6378568,1.199826,2.174133,0.5494497,1.3078029000000002,0.6791945699999999,0.646800038590152,,0.394797256950683
Opcml,MGI:97397,OPCML,HGNC:8143,ENSMUSG00000062257,ENSG00000183715,74,1979,4.87765,4.846667,4.926272,3.761687,3.790676,3.647379,3.7332473333333334,4.883529666666667,2.219573268915114,+,2.03214994801446e-05
Pabpc1,MGI:1349722,PABPC1,HGNC:8554,ENSMUSG00000022283,ENSG00000070756,304,515,0.3133085,0.173185,0.4424651,-1.519059,-0.3313497,-0.9206967,-0.9237018,0.3096528666666667,2.351130578806849,,0.0247139813503554
Pacs1,MGI:1277113,PACS1,HGNC:30032,ENSMUSG00000024855,ENSG00000175115,1835,1502,-0.4028586,-0.8994927,-0.4181011,-1.995178,-1.638504,-1.122442,-1.5853746666666666,-0.5734841333333334,2.0165518950613666,,0.0283397085529626
Pacsin1,MGI:1345181,PACSIN1,HGNC:8570,ENSMUSG00000040276,ENSG00000124507,404,493,-0.6638669,-1.284679,-0.7781909,1.703867,2.580968,3.170487,2.4851073333333336,-0.9089122666666668,0.09512579394463404,+,0.0019013538268744
Pak1,MGI:1339975,PAK1,HGNC:8590,ENSMUSG00000030774,ENSG00000149269,2224,793,-2.26882,-1.213842,-2.626799,0.4958211,0.4706224,1.007974,0.6581391666666666,-2.0364869999999997,0.15446735027028585,+,0.00419872614630545
Palm,MGI:1261814,PALM,HGNC:8594,ENSMUSG00000035863,ENSG00000099864,1679,656,0.8285545,0.5384586,1.618078,-1.357508,-1.455109,-1.397617,-1.4034113333333333,0.9950303666666667,5.2723337539556745,+,0.00177278360261624
Pcbp1,MGI:1345635,PCBP1,HGNC:8647,ENSMUSG00000051695,ENSG00000169564,549,639,-0.4638318,0.5951461,0.232428,2.22634,-0.3123886,2.562495,1.4921488,0.12124743333333332,0.38664960205860077,,0.226149823133849
Pcbp2,MGI:108202,PCBP2,HGNC:8648,ENSMUSG00000056851,ENSG00000197111,421,605,-1.424589,-0.2545051,-0.5941162,-0.2040091,-0.4353969,0.6829689,0.01452096666666669,-0.7577367666666667,0.5855004832828782,,0.187819263076298
Pclo,MGI:1349390,PCLO,HGNC:13406,ENSMUSG00000061601,ENSG00000186472,1951,1103,-3.640098,-2.707981,-2.647852,-4.714241,-4.733729,-7.080576,-5.509515333333334,-2.9986436666666667,5.699643428600249,,0.0416137618372872
Pde2a,MGI:2446107,PDE2A,HGNC:8777,ENSMUSG00000030653,ENSG00000186642,2043,2292,2.567207,2.276371,3.316164,-0.5324765,0.8771801,0.4086094,0.2511043333333333,2.7199139999999997,5.535868474361222,,0.00883111583787117
Pdha1,MGI:97532,PDHA1,HGNC:8806,ENSMUSG00000031299,ENSG00000131828,2189,1629,2.456505,1.657923,2.901232,1.106057,1.587076,0.9426483,1.2119271,2.3385533333333335,2.183475333655988,,0.0521820471773274
Pdhb,MGI:1915513,PDHB,HGNC:8808,ENSMUSG00000021748,ENSG00000168291,144,756,1.90065,1.909437,1.762566,1.83015,1.532693,1.324222,1.562355,1.8575510000000002,1.2270516693017954,,0.128304282146031
